sample_id,method,db_id,execution_success,current_target_correct,all_table_target_correct,current_strict_correct,all_table_strict_correct,current_off_target,all_table_off_target,target_mismatch,strict_mismatch,off_target_mismatch,current_mismatch_tables,all_table_mismatch_tables,all_table_off_target_tables
final_archeology_056,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_057,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_058,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_059,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_060,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_polar_001,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_002,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_003,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_004,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_005,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_006,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_007,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,waterandwaste,waterandwaste,
final_polar_008,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_009,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_010,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,scientific,scientific,
final_polar_011,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_012,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_013,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,communication,communication,
final_polar_014,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,weatherandstructure,weatherandstructure,
final_polar_015,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_016,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_017,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_018,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_019,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_020,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_021,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_022,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,waterandwaste,waterandwaste,
final_polar_023,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,scientific,scientific,
final_polar_024,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_025,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_026,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,transmission,transmission,
final_polar_027,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_028,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_029,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_030,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_031,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_032,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_033,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_034,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_035,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_036,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_037,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,waterandwaste,waterandwaste,
final_polar_038,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,lightingandsafety,lightingandsafety,
final_polar_039,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_040,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,scientific,scientific,
final_polar_041,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_042,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_043,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_044,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,scientific,scientific,
final_polar_045,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_046,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,waterandwaste,waterandwaste,
final_polar_047,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_048,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_049,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_050,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_051,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_052,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_053,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_054,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_055,S-FS-v2-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_056,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,transmission,transmission,
final_polar_057,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_058,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,weatherandstructure,weatherandstructure,
final_polar_059,S-FS-v2-M,polar,True,False,False,False,False,False,False,False,False,False,waterandwaste,waterandwaste,
final_polar_060,S-FS-v2-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_robot_001,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_002,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_003,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_004,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_005,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_006,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_007,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_008,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_009,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_010,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_011,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_012,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_013,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_014,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_015,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_016,S-FS-v2-M,robot,True,False,False,False,False,False,False,False,False,False,actuation_data|operation,actuation_data|operation,
final_robot_017,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_018,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_019,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_020,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_021,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_022,S-FS-v2-M,robot,True,False,False,False,False,False,False,False,False,False,operation,operation,
final_robot_023,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_024,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_025,S-FS-v2-M,robot,True,False,False,False,False,False,False,False,False,False,operation,operation,
final_robot_026,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_027,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_028,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_029,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_030,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_031,S-FS-v2-M,robot,True,False,False,False,False,False,False,False,False,False,actuation_data|maintenance_and_fault|operation|performance_and_safety,actuation_data|maintenance_and_fault|operation|performance_and_safety,
final_robot_032,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_033,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_034,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_035,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_036,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_037,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_038,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_039,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_040,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_041,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_042,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_043,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_044,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_045,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_046,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_047,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_048,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_049,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_050,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_051,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_052,S-FS-v2-M,robot,True,False,False,False,False,False,False,False,False,False,operation,operation,
final_robot_053,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_054,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_055,S-FS-v2-M,robot,True,False,False,False,False,False,False,False,False,False,operation,operation,
final_robot_056,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_057,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_058,S-FS-v2-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_059,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_robot_060,S-FS-v2-M,robot,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_001,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,shipments,shipments,
final_vaccine_002,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_003,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_004,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_005,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_006,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_007,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_008,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_009,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_010,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_011,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_012,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_013,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,transportinfo,transportinfo,
final_vaccine_014,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_015,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_016,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_017,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_018,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_019,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,sensordata,sensordata,
final_vaccine_020,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_021,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_022,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,sensordata,sensordata,
final_vaccine_023,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_024,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_025,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_026,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_027,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_028,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,transportinfo,transportinfo,
final_vaccine_029,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_030,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_031,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,sensordata,sensordata,
final_vaccine_032,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_033,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_034,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_035,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_036,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_037,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_038,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_039,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_040,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_041,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_042,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_043,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_044,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_045,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_046,S-FS-v2-M,vaccine,True,False,False,False,False,False,False,False,False,False,regulatoryandmaintenance,regulatoryandmaintenance,
final_vaccine_047,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_048,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_049,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_050,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_051,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_052,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_053,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_054,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_055,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_056,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_057,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_058,S-FS-v2-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_059,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_060,S-FS-v2-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_001,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_002,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_003,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_004,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_005,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_006,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_007,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_008,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_009,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_010,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_011,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_012,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_013,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_014,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_015,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_016,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_017,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_018,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_019,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_020,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_021,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_022,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_023,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_024,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_025,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_026,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_027,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_028,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_029,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_030,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_031,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_032,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_033,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_034,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_035,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_036,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_037,S-FS-v2-M,virtual,True,False,False,False,False,False,False,False,False,False,moderationandcompliance,moderationandcompliance,
final_virtual_038,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_039,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_040,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_041,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_042,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_043,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_044,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_045,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_046,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_047,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_048,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_049,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_050,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_051,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_052,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_053,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_054,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_055,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_056,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_057,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_058,S-FS-v2-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_059,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_060,S-FS-v2-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_001,MP-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_002,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_003,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_004,MP-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_005,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_006,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_007,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_008,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_009,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_010,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_011,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_012,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_013,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_014,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_015,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_016,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_017,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_018,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_019,MP-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_020,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_021,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_022,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_023,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_024,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_025,MP-FS-M,archeology,True,False,False,False,False,True,True,False,False,False,equipment|personnel,equipment|personnel,equipment
final_archeology_026,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_027,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_028,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_029,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_030,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_031,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_032,MP-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_033,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_034,MP-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_035,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_036,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_037,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_038,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_039,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_040,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_041,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_042,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_043,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_044,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_045,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_046,MP-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_047,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_048,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_049,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_050,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_051,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_052,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_053,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_054,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_055,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_056,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_057,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_058,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_059,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_060,MP-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_polar_001,MP-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
