sample_id,db_id,input_type,operation_type,V0_correct,V0_strict_correct,V0_first_failure,V1_correct,V1_strict_correct,V1_first_failure,V2_correct,V2_strict_correct,V2_first_failure,V3_correct,V3_strict_correct,V3_first_failure,V4_correct,V4_strict_correct,V4_first_failure,V5_correct,V5_strict_correct,V5_first_failure,V6_correct,V6_strict_correct,V6_first_failure,V7_correct,V7_strict_correct,V7_first_failure,V8_correct,V8_strict_correct,V8_first_failure,A_activated,B_activated,C_activated,D_activated,E_activated,F_activated,G1_activated,G2_activated,F_repair_attempted,F_repair_applied,F_repair_succeeded,F_repair_rules,G1_repair_attempted,G1_repair_applied,G1_repair_succeeded,G1_repair_rules,G2_repair_attempted,G2_repair_applied,G2_repair_succeeded,G2_repair_rules,repair_attempted,repair_applied,repair_succeeded
final_vaccine_017,vaccine,free_text,insert_ignore,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,0,1,0,0,1,0,0,ambiguous_closed_set,0,0,0,,0,0,0,,1,0,0
final_vaccine_018,vaccine,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_019,vaccine,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_020,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_021,vaccine,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_022,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_023,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_024,vaccine,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_025,vaccine,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_026,vaccine,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_027,vaccine,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_028,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_029,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_030,vaccine,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_031,vaccine,free_text,plain_insert,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,1,1,0,0,1,0,0,ambiguous_closed_set,0,0,0,,0,0,0,,1,0,0
final_vaccine_032,vaccine,free_text,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_033,vaccine,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,0,1,0,0,1,0,0,replacement_slot_collision|unique_exact_identifier_name,0,0,0,,0,0,0,,1,0,0
final_vaccine_034,vaccine,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_035,vaccine,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_036,vaccine,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_037,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_038,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_039,vaccine,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_040,vaccine,semi_structured,plain_insert,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_041,vaccine,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_042,vaccine,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_043,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_044,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_045,vaccine,semi_structured,upsert_update,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_046,vaccine,free_text,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_047,vaccine,free_text,insert_ignore,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_048,vaccine,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_049,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_050,vaccine,semi_structured,insert_ignore,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_051,vaccine,semi_structured,upsert_update,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_052,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_053,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_054,vaccine,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_055,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_056,vaccine,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,1,0,0,1,1,1,ambiguous_closed_set|unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_vaccine_057,vaccine,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_058,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_059,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_060,vaccine,semi_structured,upsert_update,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_001,virtual,free_text,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_002,virtual,free_text,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_003,virtual,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_004,virtual,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_005,virtual,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_006,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_007,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_008,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_009,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_010,virtual,semi_structured,plain_insert,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_011,virtual,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_012,virtual,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_013,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_014,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_015,virtual,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_016,virtual,free_text,plain_insert,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_017,virtual,free_text,insert_ignore,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_018,virtual,free_text,upsert_update,1,1,none,1,1,none,1,1,none,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_019,virtual,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_020,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_021,virtual,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_022,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_023,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_024,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_025,virtual,semi_structured,plain_insert,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_026,virtual,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_027,virtual,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,1,1,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_028,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_029,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_030,virtual,semi_structured,upsert_update,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_031,virtual,free_text,plain_insert,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_032,virtual,free_text,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_033,virtual,free_text,upsert_update,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_034,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_035,virtual,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_036,virtual,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_037,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_038,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_039,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_040,virtual,semi_structured,plain_insert,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_041,virtual,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_042,virtual,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,1,1,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_043,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_044,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_045,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_046,virtual,free_text,plain_insert,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_047,virtual,free_text,insert_ignore,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_048,virtual,free_text,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_049,virtual,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_050,virtual,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_virtual_051,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_052,virtual,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_053,virtual,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_virtual_054,virtual,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
